RSPF_ACADEMIC_YEAR	RSPF_DIST_NUMBER	RSPF_DISTRICT_NAME	RSPF_SCHOOL_NUMBER	RSPF_SCHOOL_NAME	RSPF_EMH_CODE	RSPF_INCLUDED_EMH_FOR_A																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	6750	MOUNTAIN VIEW ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	6750	MOUNTAIN VIEW ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	7755	SEVERANCE MIDDLE SCHOOL	M	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	7755	SEVERANCE MIDDLE SCHOOL	A	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	7958	SKYVIEW ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	7958	SKYVIEW ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	8459	RANGE VIEW ELEMENTARY	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	8459	RANGE VIEW ELEMENTARY	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	9665	WINDSOR CHARTER ACADEMY	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	9665	WINDSOR CHARTER ACADEMY	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	9665	WINDSOR CHARTER ACADEMY	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	9670	WINDSOR MIDDLE SCHOOL	A	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	9670	WINDSOR MIDDLE SCHOOL	M	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	9672	WINDSOR HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3100	WINDSOR RE-4	9672	WINDSOR HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	4785	KNOWLEDGE QUEST ACADEMY	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	4785	KNOWLEDGE QUEST ACADEMY	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	4785	KNOWLEDGE QUEST ACADEMY	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	5078	LETFORD ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	5078	LETFORD ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	5896	MILLIKEN ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	5896	MILLIKEN ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	5902	MILLIKEN MIDDLE SCHOOL	A	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	5902	MILLIKEN MIDDLE SCHOOL	M	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	6963	PIONEER RIDGE ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	6963	PIONEER RIDGE ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	7490	ROOSEVELT HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3110	JOHNSTOWN-MILLIKEN RE-5J	7490	ROOSEVELT HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	52	HEIMAN ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	52	HEIMAN ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	53	WINOGRAD K-8 ELEMENTARY SCHOOL	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	53	WINOGRAD K-8 ELEMENTARY SCHOOL	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	53	WINOGRAD K-8 ELEMENTARY SCHOOL	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	54	ROMERO ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	54	ROMERO ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	988	BRENTWOOD MIDDLE SCHOOL	A	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	988	BRENTWOOD MIDDLE SCHOOL	M	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1384	CENTENNIAL ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1384	CENTENNIAL ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1500	CHAPPELOW K-8 MAGNET SCHOOL	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1500	CHAPPELOW K-8 MAGNET SCHOOL	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1500	CHAPPELOW K-8 MAGNET SCHOOL	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1875	FRONTIER CHARTER ACADEMY	M	EMH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1875	FRONTIER CHARTER ACADEMY	A	EMH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1875	FRONTIER CHARTER ACADEMY	E	EMH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	1875	FRONTIER CHARTER ACADEMY	H	EMH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2222	DOS RIOS ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2222	DOS RIOS ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2414	EAST MEMORIAL ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2414	EAST MEMORIAL ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2825	ENG@GE ONLINE ACADEMY	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2825	ENG@GE ONLINE ACADEMY	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2850	UNIVERSITY SCHOOLS	A	EMH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2850	UNIVERSITY SCHOOLS	E	EMH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2850	UNIVERSITY SCHOOLS	H	EMH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	2850	UNIVERSITY SCHOOLS	M	EMH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	3162	FRANKLIN MIDDLE SCHOOL	M	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	3162	FRANKLIN MIDDLE SCHOOL	A	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	3610	GREELEY CENTRAL HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	3610	GREELEY CENTRAL HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	3614	GREELEY WEST HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	3614	GREELEY WEST HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	3880	HEATH MIDDLE SCHOOL	M	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	3880	HEATH MIDDLE SCHOOL	A	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	4356	JACKSON ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	3120	GREELEY 6	4356	JACKSON ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
